device_id,device_type,brand,model,os_version,app_version
D03668,iOS,Apple,iPhone 14,iOS 16,5.2.0
D03669,iOS,Apple,iPhone 16,iOS 17,5.2.0
D03670,iOS,Apple,iPhone 15,Android 14,5.1.9
D03671,iOS,Apple,iPhone 14,iOS 17,5.1.9
D03672,Android,Oppo,Reno 11,Android 14,5.1.8
D03673,iOS,Apple,iPhone 13,Android 14,5.1.9
D03674,Android,Realme,Edge 50,Android 14,5.1.8
D03675,Android,Oppo,Nord CE 3,iOS 17,5.2.0
D03676,Android,Motorola,Nord CE 3,Android 12,5.2.1
D03677,iOS,Apple,iPhone 16,Android 12,5.2.0
D03678,Android,Nothing,Reno 11,Android 13,5.2.0
D03679,iOS,Apple,iPhone 14,Android 13,5.1.8
D03680,iOS,Apple,iPhone 13,Android 14,5.2.2
D03681,Android,Vivo,Nord CE 3,Android 13,5.2.1
D03682,iOS,Apple,iPhone 15,iOS 18,5.2.1
D03683,iOS,Apple,iPhone 14,iOS 17,5.2.0
D03684,Android,Samsung,Edge 50,iOS 16,5.1.9
D03685,iOS,Apple,iPhone 13,Android 13,5.1.8
D03686,iOS,Apple,iPhone 13,Android 13,5.2.2
D03687,Android,Xiaomi,Realme GT,iOS 17,5.2.0
D03688,iOS,Apple,iPhone 13,Android 13,5.1.9
D03689,iOS,Apple,iPhone 15,Android 14,5.2.1
D03690,Android,Samsung,Nord CE 3,iOS 17,5.2.0
D03691,iOS,Apple,iPhone 14,iOS 17,5.2.0
D03692,iOS,Apple,iPhone 16,Android 12,5.2.0
D03693,Android,Oppo,11T Pro,iOS 17,5.1.9
D03694,iOS,Apple,iPhone 13,Android 14,5.2.0
D03695,Android,Oppo,Phone 2,Android 13,5.1.9
D03696,iOS,Apple,iPhone 14,iOS 16,5.1.8
D03697,iOS,Apple,iPhone 15,Android 13,5.2.2
D03698,Android,Samsung,V29,iOS 17,5.2.1
D03699,Android,Vivo,Nord CE 3,iOS 18,5.1.8
D03700,Android,Samsung,Galaxy A54,iOS 16,5.1.8
D03701,Android,Xiaomi,Galaxy S23,iOS 17,5.1.8
D03702,iOS,Apple,iPhone 16,iOS 18,5.1.8
D03703,Android,Xiaomi,Phone 2,Android 14,5.1.8
D03704,Android,Motorola,Galaxy S23,Android 12,5.2.2
D03705,iOS,Apple,iPhone 16,Android 13,5.1.8
D03706,iOS,Apple,iPhone 14,iOS 16,5.2.2
D03707,iOS,Apple,iPhone 15,Android 12,5.2.0
D03708,iOS,Apple,iPhone 13,iOS 17,5.2.1
D03709,iOS,Apple,iPhone 13,Android 14,5.1.9
D03710,iOS,Apple,iPhone 14,Android 13,5.2.0
D03711,iOS,Apple,iPhone 16,iOS 16,5.2.1
D03712,Android,Vivo,Nord CE 3,Android 14,5.2.0
D03713,Android,Motorola,11T Pro,Android 13,5.1.9
D03714,Android,Motorola,Galaxy S23,iOS 16,5.1.8
D03715,iOS,Apple,iPhone 15,iOS 18,5.2.1
D03716,iOS,Apple,iPhone 14,Android 14,5.1.8
D03717,Android,Motorola,Phone 2,iOS 18,5.2.2
D03718,Android,Realme,11T Pro,Android 12,5.2.2
D03719,Android,Oppo,Nord CE 3,iOS 18,5.2.1
D03720,Android,Nothing,Edge 50,iOS 18,5.2.0
D03721,iOS,Apple,iPhone 15,Android 12,5.2.1
D03722,Android,Realme,11T Pro,iOS 16,5.1.9
D03723,Android,OnePlus,11T Pro,iOS 16,5.1.9
D03724,Android,Realme,Nord CE 3,Android 14,5.2.0
D03725,Android,Realme,Galaxy S23,Android 14,5.2.0
D03726,Android,Xiaomi,Galaxy A54,Android 14,5.2.1
D03727,Android,Samsung,Realme GT,Android 12,5.1.9
D03728,Android,Xiaomi,Nord CE 3,Android 12,5.2.0
D03729,iOS,Apple,iPhone 14,Android 14,5.1.9
D03730,iOS,Apple,iPhone 13,Android 14,5.1.8
D03731,iOS,Apple,iPhone 14,iOS 17,5.2.0
D03732,iOS,Apple,iPhone 14,Android 14,5.2.0
D03733,iOS,Apple,iPhone 14,iOS 16,5.2.0
D03734,Android,Samsung,Realme GT,Android 12,5.1.9
D03735,Android,Samsung,Galaxy S23,Android 14,5.2.0
D03736,iOS,Apple,iPhone 14,iOS 17,5.2.0
D03737,Android,Nothing,Realme GT,iOS 16,5.2.2
D03738,Android,Vivo,Edge 50,iOS 17,5.2.2
D03739,iOS,Apple,iPhone 15,Android 12,5.2.0
D03740,Android,Samsung,Edge 50,iOS 18,5.2.2
D03741,iOS,Apple,iPhone 13,iOS 18,5.2.2
D03742,Android,Samsung,Galaxy A54,iOS 18,5.2.1
D03743,iOS,Apple,iPhone 13,iOS 17,5.2.2
D03744,iOS,Apple,iPhone 14,iOS 17,5.1.9
D03745,iOS,Apple,iPhone 13,iOS 18,5.1.9
D03746,iOS,Apple,iPhone 15,iOS 18,5.1.9
D03747,Android,Nothing,11T Pro,Android 12,5.2.2
D03748,Android,Nothing,Reno 11,iOS 18,5.1.9
D03749,Android,Xiaomi,Nord CE 3,Android 13,5.1.8
D03750,iOS,Apple,iPhone 16,Android 12,5.2.2
D03751,iOS,Apple,iPhone 15,iOS 18,5.2.0
D03752,Android,Realme,Nord CE 3,iOS 17,5.2.2
D03753,Android,Xiaomi,Realme GT,iOS 17,5.1.9
D03754,iOS,Apple,iPhone 14,iOS 17,5.2.0
D03755,iOS,Apple,iPhone 15,Android 12,5.2.1
D03756,iOS,Apple,iPhone 14,iOS 18,5.1.8
D03757,iOS,Apple,iPhone 15,iOS 18,5.1.9
D03758,Android,OnePlus,Nord CE 3,Android 14,5.1.9
D03759,iOS,Apple,iPhone 15,Android 12,5.2.1
D03760,iOS,Apple,iPhone 15,iOS 17,5.1.8
D03761,Android,Nothing,Reno 11,Android 14,5.2.1
D03762,iOS,Apple,iPhone 16,Android 12,5.2.2
D03763,iOS,Apple,iPhone 13,Android 12,5.1.8
D03764,Android,Oppo,Phone 2,Android 13,5.1.8
D03765,iOS,Apple,iPhone 13,iOS 18,5.2.0
D03766,Android,Motorola,Edge 50,Android 13,5.2.0
D03767,iOS,Apple,iPhone 15,iOS 18,5.2.1
D03768,Android,Realme,Reno 11,iOS 18,5.1.8
D03769,Android,Oppo,Galaxy S23,iOS 17,5.1.8
D03770,iOS,Apple,iPhone 14,Android 13,5.2.2
D03771,Android,Realme,11T Pro,iOS 18,5.2.2
D03772,iOS,Apple,iPhone 16,iOS 18,5.1.8
D03773,Android,Motorola,Realme GT,Android 13,5.2.0
D03774,iOS,Apple,iPhone 13,iOS 18,5.2.1
D03775,Android,Oppo,Galaxy A54,Android 13,5.2.1
D03776,iOS,Apple,iPhone 14,iOS 16,5.2.0
D03777,iOS,Apple,iPhone 16,Android 12,5.1.8
D03778,Android,Xiaomi,Galaxy A54,iOS 16,5.2.0
D03779,Android,OnePlus,Nord CE 3,Android 13,5.2.1
D03780,Android,Oppo,Galaxy S23,iOS 18,5.2.0
D03781,Android,Realme,11T Pro,Android 13,5.1.9
D03782,Android,Nothing,V29,Android 12,5.2.1
D03783,iOS,Apple,iPhone 15,iOS 16,5.1.8
D03784,Android,Samsung,Nord CE 3,Android 12,5.2.1
D03785,Android,Realme,V29,Android 12,5.1.9
D03786,Android,OnePlus,V29,Android 14,5.2.2
D03787,Android,Realme,Phone 2,iOS 17,5.2.0
D03788,iOS,Apple,iPhone 14,iOS 18,5.2.1
D03789,iOS,Apple,iPhone 13,iOS 16,5.1.8
D03790,iOS,Apple,iPhone 15,Android 13,5.1.9
D03791,iOS,Apple,iPhone 16,Android 12,5.2.1
D03792,iOS,Apple,iPhone 14,iOS 18,5.1.9
D03793,iOS,Apple,iPhone 14,Android 14,5.2.1
D03794,iOS,Apple,iPhone 14,iOS 18,5.1.9
D03795,iOS,Apple,iPhone 13,iOS 18,5.1.8
D03796,Android,Nothing,11T Pro,Android 14,5.1.9
D03797,iOS,Apple,iPhone 13,Android 13,5.2.2
D03798,Android,Motorola,Edge 50,iOS 16,5.1.9
D03799,iOS,Apple,iPhone 15,Android 13,5.2.0
D03800,Android,Realme,Realme GT,iOS 17,5.2.2
D03801,iOS,Apple,iPhone 14,Android 12,5.1.9
D03802,iOS,Apple,iPhone 14,Android 12,5.2.0
D03803,Android,Samsung,Galaxy A54,iOS 17,5.1.8
D03804,iOS,Apple,iPhone 13,iOS 18,5.1.9
D03805,iOS,Apple,iPhone 13,iOS 17,5.2.1
D03806,Android,Realme,Nord CE 3,iOS 18,5.2.0
D03807,Android,Vivo,11T Pro,iOS 18,5.2.0
D03808,iOS,Apple,iPhone 13,Android 12,5.1.9
D03809,Android,Realme,Galaxy S23,Android 13,5.2.1
D03810,iOS,Apple,iPhone 16,iOS 17,5.2.1
D03811,Android,Vivo,Phone 2,Android 13,5.2.2
D03812,iOS,Apple,iPhone 13,Android 13,5.2.1
D03813,iOS,Apple,iPhone 14,iOS 18,5.2.0
D03814,iOS,Apple,iPhone 13,Android 13,5.2.1
D03815,iOS,Apple,iPhone 16,iOS 17,5.1.8
D03816,iOS,Apple,iPhone 15,iOS 16,5.1.8
D03817,Android,Nothing,Edge 50,Android 12,5.2.2
D03818,iOS,Apple,iPhone 16,Android 12,5.2.1
D03819,Android,Samsung,Galaxy S23,Android 13,5.1.8
D03820,Android,Nothing,V29,iOS 17,5.2.0
D03821,iOS,Apple,iPhone 13,iOS 17,5.2.1
D03822,Android,Nothing,Phone 2,iOS 18,5.2.1
D03823,iOS,Apple,iPhone 14,Android 12,5.2.2
D03824,iOS,Apple,iPhone 16,iOS 16,5.2.2
D03825,iOS,Apple,iPhone 15,iOS 16,5.1.8
D03826,iOS,Apple,iPhone 15,Android 12,5.2.1
D03827,Android,OnePlus,11T Pro,iOS 16,5.2.1
D03828,iOS,Apple,iPhone 16,iOS 16,5.1.9
D03829,Android,Nothing,Galaxy S23,iOS 17,5.2.0
D03830,Android,Vivo,Nord CE 3,iOS 18,5.1.8
D03831,iOS,Apple,iPhone 13,Android 12,5.2.2
D03832,Android,Nothing,Nord CE 3,iOS 16,5.1.8
D03833,iOS,Apple,iPhone 14,Android 14,5.2.2
D03834,iOS,Apple,iPhone 15,iOS 17,5.2.1
D03835,Android,Vivo,V29,iOS 17,5.1.9
D03836,iOS,Apple,iPhone 14,Android 13,5.1.9
D03837,Android,Vivo,Galaxy S23,iOS 17,5.2.0
D03838,Android,Motorola,Edge 50,iOS 16,5.2.1
D03839,iOS,Apple,iPhone 15,iOS 17,5.2.0
D03840,iOS,Apple,iPhone 15,Android 12,5.2.1
D03841,Android,Xiaomi,Phone 2,iOS 16,5.1.8
D03842,Android,OnePlus,Edge 50,iOS 18,5.1.8
D03843,Android,Realme,Galaxy A54,iOS 18,5.1.8
D03844,Android,Nothing,Realme GT,Android 14,5.1.9
D03845,iOS,Apple,iPhone 14,Android 14,5.1.8
D03846,iOS,Apple,iPhone 14,Android 14,5.1.9
D03847,iOS,Apple,iPhone 13,iOS 18,5.2.1
D03848,iOS,Apple,iPhone 15,iOS 16,5.1.9
D03849,Android,Vivo,Phone 2,Android 13,5.2.1
D03850,iOS,Apple,iPhone 15,iOS 16,5.2.1
D03851,Android,Nothing,V29,iOS 18,5.1.8
D03852,iOS,Apple,iPhone 13,iOS 18,5.2.2
D03853,iOS,Apple,iPhone 15,Android 12,5.1.9
D03854,iOS,Apple,iPhone 15,Android 13,5.1.8
D03855,Android,Realme,Realme GT,iOS 16,5.1.8
D03856,iOS,Apple,iPhone 16,Android 14,5.2.1
D03857,iOS,Apple,iPhone 13,iOS 18,5.2.2
D03858,iOS,Apple,iPhone 13,Android 12,5.1.8
D03859,Android,Nothing,Reno 11,Android 14,5.2.2
D03860,Android,Vivo,Realme GT,iOS 18,5.1.8
D03861,Android,Xiaomi,11T Pro,Android 13,5.2.1
D03862,iOS,Apple,iPhone 14,Android 13,5.1.9
D03863,iOS,Apple,iPhone 14,Android 12,5.2.2
D03864,Android,Oppo,Nord CE 3,iOS 18,5.1.8
D03865,iOS,Apple,iPhone 14,Android 13,5.2.1
D03866,iOS,Apple,iPhone 13,iOS 16,5.2.1
D03867,iOS,Apple,iPhone 16,Android 12,5.1.9
D03868,Android,Samsung,Edge 50,iOS 18,5.1.9
D03869,iOS,Apple,iPhone 13,iOS 18,5.1.9
D03870,iOS,Apple,iPhone 13,iOS 18,5.1.9
D03871,iOS,Apple,iPhone 16,Android 12,5.2.0
D03872,Android,Xiaomi,Realme GT,Android 14,5.2.2
D03873,Android,Samsung,Galaxy A54,Android 14,5.1.9
D03874,iOS,Apple,iPhone 13,iOS 17,5.1.9
D03875,iOS,Apple,iPhone 16,Android 14,5.1.9
D03876,Android,Samsung,Phone 2,iOS 16,5.2.0
D03877,iOS,Apple,iPhone 13,Android 14,5.2.0
D03878,Android,Motorola,Reno 11,iOS 16,5.2.0
D03879,iOS,Apple,iPhone 13,iOS 18,5.2.2
D03880,Android,Realme,Nord CE 3,Android 14,5.2.0
D03881,iOS,Apple,iPhone 14,iOS 18,5.1.8
D03882,Android,Motorola,Galaxy A54,Android 14,5.2.1
D03883,iOS,Apple,iPhone 13,iOS 16,5.2.2
D03884,iOS,Apple,iPhone 14,Android 12,5.2.1
D03885,Android,Nothing,Reno 11,iOS 17,5.1.8
D03886,Android,OnePlus,Nord CE 3,Android 13,5.2.2
D03887,Android,Vivo,V29,iOS 16,5.1.9
D03888,Android,Oppo,Reno 11,Android 13,5.1.8
D03889,Android,Samsung,Realme GT,Android 12,5.2.0
D03890,iOS,Apple,iPhone 13,Android 14,5.1.9
D03891,iOS,Apple,iPhone 16,Android 14,5.1.9
D03892,iOS,Apple,iPhone 13,iOS 16,5.1.9
D03893,Android,Vivo,Realme GT,iOS 18,5.1.8
D03894,iOS,Apple,iPhone 16,iOS 16,5.1.9
D03895,Android,Nothing,Reno 11,iOS 18,5.2.1
D03896,iOS,Apple,iPhone 15,Android 14,5.2.1
D03897,Android,Samsung,Phone 2,iOS 16,5.1.9
D03898,iOS,Apple,iPhone 14,iOS 16,5.2.1
D03899,Android,Realme,Realme GT,iOS 16,5.1.8
D03900,Android,Xiaomi,Galaxy A54,Android 12,5.2.2
D03901,iOS,Apple,iPhone 14,Android 14,5.2.1
D03902,iOS,Apple,iPhone 15,iOS 16,5.1.8
D03903,Android,Realme,Reno 11,Android 12,5.1.8
D03904,Android,Vivo,Edge 50,Android 14,5.2.2
D03905,Android,Nothing,Phone 2,iOS 17,5.2.2
D03906,iOS,Apple,iPhone 16,iOS 18,5.2.1
D03907,Android,OnePlus,Reno 11,iOS 18,5.2.0
D03908,iOS,Apple,iPhone 15,iOS 18,5.2.1
D03909,Android,Realme,V29,Android 14,5.1.8
D03910,iOS,Apple,iPhone 16,Android 12,5.2.2
D03911,iOS,Apple,iPhone 13,iOS 17,5.1.9
D03912,Android,Motorola,11T Pro,iOS 18,5.1.9
D03913,iOS,Apple,iPhone 15,iOS 18,5.2.0
D03914,Android,Nothing,Galaxy S23,iOS 17,5.1.8
D03915,iOS,Apple,iPhone 14,iOS 17,5.1.9
D03916,Android,Samsung,V29,Android 12,5.2.1
D03917,iOS,Apple,iPhone 14,Android 12,5.2.1
D03918,iOS,Apple,iPhone 16,iOS 17,5.2.2
D03919,Android,Nothing,V29,Android 14,5.2.0
D03920,iOS,Apple,iPhone 16,iOS 18,5.1.9
D03921,Android,Nothing,Realme GT,Android 12,5.2.1
D03922,iOS,Apple,iPhone 16,Android 12,5.2.2
D03923,iOS,Apple,iPhone 14,Android 13,5.1.9
D03924,Android,Nothing,Edge 50,iOS 17,5.1.8
D03925,iOS,Apple,iPhone 13,iOS 17,5.2.0
D03926,iOS,Apple,iPhone 16,Android 14,5.1.8
D03927,Android,Realme,Edge 50,Android 13,5.2.0
D03928,iOS,Apple,iPhone 15,iOS 16,5.2.2
D03929,iOS,Apple,iPhone 15,iOS 17,5.2.1
D03930,iOS,Apple,iPhone 13,iOS 17,5.1.8
D03931,iOS,Apple,iPhone 14,Android 12,5.1.8
D03932,Android,Vivo,Realme GT,Android 13,5.1.8
D03933,iOS,Apple,iPhone 15,Android 14,5.1.9
D03934,Android,Vivo,Nord CE 3,iOS 17,5.1.9
D03935,Android,OnePlus,Realme GT,Android 13,5.1.9
D03936,Android,Nothing,V29,Android 13,5.2.2
D03937,iOS,Apple,iPhone 15,Android 14,5.2.2
D03938,iOS,Apple,iPhone 13,Android 14,5.2.2
D03939,Android,Nothing,Edge 50,Android 14,5.1.9
D03940,Android,Realme,Edge 50,iOS 16,5.1.9
D03941,iOS,Apple,iPhone 14,iOS 16,5.1.9
D03942,iOS,Apple,iPhone 13,iOS 18,5.1.9
D03943,iOS,Apple,iPhone 16,iOS 17,5.1.9
D03944,Android,Oppo,Realme GT,iOS 18,5.2.0
D03945,iOS,Apple,iPhone 15,Android 13,5.1.9
D03946,iOS,Apple,iPhone 15,Android 13,5.2.2
D03947,iOS,Apple,iPhone 13,Android 12,5.2.2
D03948,Android,Motorola,Reno 11,iOS 18,5.1.8
D03949,iOS,Apple,iPhone 16,iOS 16,5.1.8
D03950,iOS,Apple,iPhone 15,Android 13,5.2.1
D03951,Android,Nothing,V29,iOS 16,5.1.9
D03952,iOS,Apple,iPhone 13,Android 13,5.1.9
D03953,iOS,Apple,iPhone 15,iOS 18,5.2.0
D03954,iOS,Apple,iPhone 14,Android 14,5.2.2
D03955,Android,Nothing,Reno 11,iOS 16,5.2.1
D03956,Android,Nothing,Galaxy A54,Android 12,5.1.8
D03957,iOS,Apple,iPhone 14,iOS 16,5.1.9
D03958,iOS,Apple,iPhone 14,Android 14,5.1.8
D03959,Android,Xiaomi,11T Pro,iOS 16,5.2.0
D03960,Android,Oppo,Galaxy A54,Android 13,5.2.0
D03961,iOS,Apple,iPhone 14,Android 14,5.1.9
D03962,Android,Xiaomi,Galaxy S23,Android 12,5.2.2
D03963,Android,Xiaomi,Edge 50,iOS 16,5.1.9
D03964,iOS,Apple,iPhone 16,Android 13,5.2.1
D03965,Android,Oppo,Reno 11,Android 14,5.1.8
D03966,iOS,Apple,iPhone 15,Android 14,5.2.2
D03967,iOS,Apple,iPhone 13,iOS 17,5.2.1
D03968,Android,Samsung,Edge 50,iOS 18,5.1.9
D03969,iOS,Apple,iPhone 14,iOS 18,5.2.1
D03970,iOS,Apple,iPhone 14,iOS 16,5.2.0
D03971,iOS,Apple,iPhone 15,Android 12,5.1.9
D03972,iOS,Apple,iPhone 16,Android 13,5.1.9
D03973,Android,Xiaomi,Galaxy S23,Android 14,5.1.8
D03974,iOS,Apple,iPhone 16,iOS 16,5.2.2
D03975,iOS,Apple,iPhone 13,iOS 18,5.1.9
D03976,iOS,Apple,iPhone 13,Android 14,5.2.0
D03977,iOS,Apple,iPhone 15,Android 12,5.1.9
D03978,Android,Vivo,Reno 11,iOS 16,5.2.0
D03979,Android,Samsung,Edge 50,iOS 17,5.2.2
D03980,iOS,Apple,iPhone 16,Android 12,5.2.0
D03981,iOS,Apple,iPhone 13,iOS 17,5.2.1
D03982,iOS,Apple,iPhone 14,Android 13,5.1.9
D03983,iOS,Apple,iPhone 13,Android 12,5.2.2
D03984,iOS,Apple,iPhone 14,Android 14,5.2.2
D03985,Android,Vivo,Edge 50,Android 12,5.2.2
D03986,iOS,Apple,iPhone 13,Android 12,5.2.0
D03987,iOS,Apple,iPhone 15,Android 14,5.2.2
D03988,iOS,Apple,iPhone 14,Android 13,5.2.0
D03989,iOS,Apple,iPhone 14,Android 12,5.1.8
D03990,Android,Motorola,V29,Android 14,5.2.1
D03991,Android,Nothing,11T Pro,Android 12,5.1.8
D03992,iOS,Apple,iPhone 15,Android 13,5.1.9
D03993,iOS,Apple,iPhone 16,Android 13,5.2.2
D03994,Android,Oppo,Phone 2,Android 13,5.2.2
D03995,Android,Oppo,Galaxy A54,iOS 18,5.2.1
D03996,iOS,Apple,iPhone 16,iOS 17,5.2.0
D03997,Android,Samsung,Realme GT,Android 12,5.2.1
D03998,iOS,Apple,iPhone 13,iOS 16,5.2.0
D03999,iOS,Apple,iPhone 13,iOS 16,5.2.2
D04000,Android,OnePlus,V29,Android 12,5.1.9
D04001,Android,Oppo,Reno 11,Android 14,5.2.2
D04002,iOS,Apple,iPhone 14,Android 14,5.2.0
D04003,iOS,Apple,iPhone 13,Android 12,5.2.2
D04004,Android,OnePlus,Reno 11,iOS 16,5.2.2
D04005,Android,Motorola,Edge 50,iOS 16,5.1.8
D04006,Android,Oppo,Reno 11,iOS 18,5.1.9
D04007,iOS,Apple,iPhone 13,Android 12,5.1.8
D04008,Android,Samsung,Edge 50,iOS 16,5.1.9
D04009,iOS,Apple,iPhone 15,iOS 16,5.1.8
D04010,Android,OnePlus,Galaxy A54,iOS 18,5.1.9
D04011,iOS,Apple,iPhone 15,iOS 18,5.1.9
D04012,iOS,Apple,iPhone 13,iOS 17,5.1.8
D04013,Android,Nothing,V29,iOS 17,5.2.1
D04014,Android,Vivo,Reno 11,Android 13,5.2.0
D04015,iOS,Apple,iPhone 16,iOS 18,5.2.0
D04016,Android,Motorola,Galaxy S23,iOS 18,5.2.2
D04017,iOS,Apple,iPhone 16,iOS 18,5.1.8
D04018,iOS,Apple,iPhone 16,iOS 18,5.2.1
D04019,iOS,Apple,iPhone 14,Android 14,5.1.8
D04020,Android,OnePlus,11T Pro,iOS 16,5.2.0
D04021,iOS,Apple,iPhone 15,iOS 18,5.1.8
D04022,iOS,Apple,iPhone 15,iOS 17,5.1.8
D04023,Android,Realme,Edge 50,Android 14,5.1.9
D04024,iOS,Apple,iPhone 16,Android 14,5.1.9
D04025,Android,Nothing,Realme GT,iOS 18,5.1.9
D04026,Android,Motorola,V29,Android 14,5.2.0
D04027,Android,Oppo,Realme GT,Android 13,5.2.1
D04028,Android,Samsung,Edge 50,iOS 16,5.1.8
D04029,iOS,Apple,iPhone 16,iOS 18,5.1.8
D04030,Android,Realme,11T Pro,iOS 17,5.2.1
D04031,iOS,Apple,iPhone 15,iOS 18,5.2.2
D04032,iOS,Apple,iPhone 16,iOS 16,5.2.2
D04033,Android,Nothing,11T Pro,Android 12,5.1.8
D04034,Android,Vivo,11T Pro,Android 13,5.1.8
D04035,Android,OnePlus,Reno 11,iOS 17,5.2.0
D04036,iOS,Apple,iPhone 13,Android 12,5.2.2
D04037,Android,Realme,Edge 50,Android 12,5.2.2
D04038,iOS,Apple,iPhone 15,Android 13,5.2.2
D04039,iOS,Apple,iPhone 14,iOS 18,5.2.1
D04040,Android,Xiaomi,Galaxy A54,Android 14,5.1.8
D04041,Android,Samsung,11T Pro,Android 13,5.2.2
D04042,Android,Realme,Edge 50,Android 14,5.2.0
D04043,Android,Samsung,Realme GT,iOS 18,5.1.8
D04044,iOS,Apple,iPhone 13,Android 14,5.2.0
D04045,iOS,Apple,iPhone 15,iOS 16,5.1.9
D04046,Android,Nothing,Reno 11,iOS 18,5.2.2
D04047,iOS,Apple,iPhone 16,iOS 17,5.2.2
D04048,Android,OnePlus,Realme GT,Android 14,5.2.2
D04049,iOS,Apple,iPhone 16,Android 14,5.2.0
D04050,Android,Motorola,Galaxy S23,Android 13,5.2.1
D04051,Android,Realme,V29,iOS 17,5.1.9
D04052,Android,OnePlus,Realme GT,Android 14,5.2.1
D04053,iOS,Apple,iPhone 16,iOS 16,5.1.9
D04054,Android,Oppo,Realme GT,Android 12,5.1.9
D04055,iOS,Apple,iPhone 15,Android 14,5.2.1
D04056,Android,Realme,Edge 50,iOS 18,5.2.2
D04057,iOS,Apple,iPhone 13,Android 14,5.2.0
D04058,iOS,Apple,iPhone 16,iOS 16,5.1.9
D04059,Android,Realme,Realme GT,iOS 17,5.1.8
D04060,iOS,Apple,iPhone 13,Android 14,5.2.2
D04061,Android,OnePlus,Realme GT,iOS 16,5.2.1
D04062,Android,Vivo,Reno 11,Android 12,5.2.1
D04063,iOS,Apple,iPhone 13,iOS 18,5.2.2
D04064,Android,Nothing,Phone 2,Android 12,5.2.1
D04065,iOS,Apple,iPhone 15,iOS 16,5.2.2
D04066,iOS,Apple,iPhone 15,iOS 17,5.2.0
D04067,iOS,Apple,iPhone 15,Android 12,5.2.0
D04068,Android,Vivo,Galaxy S23,iOS 17,5.1.8
D04069,Android,Realme,Galaxy A54,iOS 18,5.1.8
D04070,iOS,Apple,iPhone 15,Android 14,5.1.9
D04071,iOS,Apple,iPhone 13,Android 12,5.2.2
D04072,iOS,Apple,iPhone 14,iOS 16,5.2.2
D04073,Android,Nothing,Edge 50,Android 14,5.1.8
D04074,iOS,Apple,iPhone 16,iOS 17,5.1.9
D04075,iOS,Apple,iPhone 16,iOS 16,5.2.1
D04076,iOS,Apple,iPhone 13,iOS 16,5.2.1
D04077,Android,Realme,Realme GT,Android 14,5.2.2
D04078,iOS,Apple,iPhone 16,Android 12,5.2.0
D04079,Android,Vivo,Nord CE 3,iOS 16,5.1.8
D04080,Android,Samsung,11T Pro,iOS 17,5.1.9
D04081,iOS,Apple,iPhone 13,iOS 16,5.1.8
D04082,Android,Motorola,V29,Android 14,5.1.8
D04083,iOS,Apple,iPhone 15,iOS 18,5.1.9
D04084,Android,Xiaomi,Galaxy A54,Android 14,5.1.9
D04085,iOS,Apple,iPhone 14,iOS 18,5.2.1
D04086,Android,Motorola,V29,Android 13,5.2.1
D04087,iOS,Apple,iPhone 15,iOS 17,5.2.0
D04088,Android,OnePlus,Galaxy A54,iOS 17,5.2.1
D04089,Android,Realme,11T Pro,iOS 16,5.1.9
D04090,iOS,Apple,iPhone 16,Android 13,5.2.1
D04091,iOS,Apple,iPhone 13,Android 13,5.1.8
D04092,Android,Realme,Galaxy A54,iOS 16,5.2.0
D04093,Android,Xiaomi,Edge 50,Android 12,5.1.8
D04094,Android,Vivo,Galaxy S23,Android 14,5.1.8
D04095,iOS,Apple,iPhone 13,Android 14,5.2.0
D04096,iOS,Apple,iPhone 13,Android 12,5.2.0
D04097,Android,Vivo,11T Pro,iOS 17,5.2.2
D04098,Android,Oppo,Nord CE 3,iOS 16,5.1.8
D04099,iOS,Apple,iPhone 13,iOS 16,5.2.0
D04100,iOS,Apple,iPhone 16,Android 13,5.2.2
D04101,iOS,Apple,iPhone 16,Android 14,5.2.0
D04102,Android,Vivo,Realme GT,iOS 16,5.1.8
D04103,Android,Xiaomi,11T Pro,Android 12,5.1.8
D04104,Android,Nothing,Galaxy S23,Android 14,5.2.1
D04105,Android,Samsung,Realme GT,Android 12,5.1.8
D04106,Android,Realme,Galaxy A54,Android 12,5.2.0
D04107,iOS,Apple,iPhone 13,Android 13,5.2.2
D04108,Android,Vivo,Phone 2,Android 14,5.1.8
D04109,iOS,Apple,iPhone 13,iOS 16,5.2.1
D04110,Android,Vivo,Phone 2,iOS 18,5.1.8
D04111,iOS,Apple,iPhone 13,Android 13,5.2.1
D04112,Android,Oppo,Reno 11,Android 14,5.1.8
D04113,Android,Realme,Reno 11,Android 14,5.2.0
D04114,iOS,Apple,iPhone 13,iOS 16,5.2.0
D04115,iOS,Apple,iPhone 15,Android 14,5.1.8
D04116,iOS,Apple,iPhone 14,Android 14,5.1.9
D04117,Android,Xiaomi,Edge 50,Android 13,5.2.0
D04118,Android,Realme,V29,Android 13,5.2.2
D04119,iOS,Apple,iPhone 13,Android 14,5.2.2
D04120,Android,Vivo,Realme GT,Android 12,5.2.2
D04121,iOS,Apple,iPhone 15,Android 12,5.2.2
D04122,Android,Oppo,V29,Android 13,5.2.0
D04123,Android,Samsung,Realme GT,iOS 16,5.1.9
D04124,Android,Vivo,V29,Android 13,5.2.2
D04125,iOS,Apple,iPhone 15,Android 14,5.1.9
D04126,iOS,Apple,iPhone 16,Android 12,5.2.1
D04127,Android,Motorola,11T Pro,Android 14,5.2.1
D04128,Android,Xiaomi,Galaxy A54,Android 12,5.1.9
D04129,Android,Realme,Edge 50,Android 12,5.2.2
