session_id,user_id,device_id,session_date,hour,session_duration_minutes,screens_viewed,transactions_attempted
S0046550,U001788,D02250,2025-04-05,9,31,7,0
S0046551,U002268,D03485,2025-03-30,1,26,20,1
S0046552,U009209,D02016,2025-01-30,17,8,6,0
S0046553,U001420,D02202,2025-01-17,8,13,17,1
S0046554,U005314,D03121,2025-10-08,22,14,1,1
S0046555,U005119,D02167,2025-12-23,11,21,19,2
S0046556,U007166,D02668,2025-06-01,16,39,7,3
S0046557,U005354,D00236,2025-01-25,5,26,1,2
S0046558,U009704,D00239,2025-03-06,9,7,6,1
S0046559,U000870,D02102,2025-12-23,14,15,15,4
S0046560,U000343,D03950,2025-02-26,2,19,1,1
S0046561,U002685,D01990,2025-03-19,14,22,19,5
S0046562,U003082,D01605,2025-04-02,11,42,15,1
S0046563,U005622,D02526,2025-03-14,5,36,13,4
S0046564,U006625,D03855,2025-10-08,4,26,3,4
S0046565,U009878,D00892,2025-08-28,3,23,2,4
S0046566,U003377,D03354,2025-08-16,9,35,13,2
S0046567,U009693,D04394,2025-12-15,13,26,18,2
S0046568,U007309,D01423,2025-04-02,17,33,12,5
S0046569,U006773,D04374,2025-01-10,8,2,11,5
S0046570,U004212,D02059,2025-11-03,0,25,20,1
S0046571,U007214,D03926,2025-11-05,1,11,16,4
S0046572,U009377,D02085,2025-05-05,9,33,20,0
S0046573,U009572,D02293,2025-02-03,15,18,14,4
S0046574,U009376,D03541,2025-05-05,21,23,19,5
S0046575,U005891,D00694,2025-08-31,9,33,5,2
S0046576,U002866,D00247,2025-02-01,22,35,17,3
S0046577,U009330,D03963,2025-03-09,3,45,14,3
S0046578,U006397,D00596,2025-01-19,15,1,12,3
S0046579,U007575,D04189,2025-01-28,6,24,15,2
S0046580,U007673,D03478,2025-08-29,22,9,6,4
S0046581,U003682,D01175,2025-05-06,19,30,1,5
S0046582,U003953,D02608,2025-12-16,12,34,13,4
S0046583,U009504,D04487,2025-12-23,17,38,2,0
S0046584,U004035,D03434,2025-11-18,23,33,12,4
S0046585,U007389,D00026,2025-07-03,15,23,15,2
S0046586,U006147,D00009,2025-01-06,15,12,4,4
S0046587,U009720,D02516,2025-03-28,0,16,8,1
S0046588,U004126,D01711,2025-08-01,2,23,20,0
S0046589,U006462,D02235,2025-06-30,8,28,19,3
S0046590,U008664,D02682,2025-01-19,1,2,8,2
S0046591,U001527,D04477,2025-02-27,19,19,1,2
S0046592,U009257,D04349,2025-09-09,14,19,16,0
S0046593,U001686,D00900,2025-06-04,20,27,17,1
S0046594,U006469,D00765,2025-04-08,20,19,1,2
S0046595,U002621,D02514,2025-04-17,11,27,15,0
S0046596,U005480,D04338,2025-10-31,11,41,5,3
S0046597,U007580,D04586,2025-03-20,8,27,12,2
S0046598,U001917,D00089,2025-09-02,9,9,6,5
S0046599,U000211,D03776,2025-03-03,13,27,1,2
S0046600,U004169,D01925,2025-08-31,16,37,4,2
S0046601,U008894,D01342,2025-11-11,20,18,10,0
S0046602,U007349,D02557,2025-10-20,22,6,15,2
S0046603,U005378,D01815,2025-10-07,17,38,9,2
S0046604,U006582,D04886,2025-02-05,10,24,20,0
S0046605,U003330,D02259,2025-07-18,17,21,6,0
S0046606,U000846,D04321,2025-12-27,6,12,20,4
S0046607,U003374,D02951,2025-05-11,1,28,4,3
S0046608,U009014,D03567,2025-04-28,17,37,17,2
S0046609,U001189,D02975,2025-06-26,9,28,18,4
S0046610,U003668,D04231,2025-06-17,6,13,19,4
S0046611,U006730,D01118,2025-06-18,1,27,11,4
S0046612,U001550,D01521,2025-10-12,9,18,7,2
S0046613,U009291,D03077,2025-04-24,2,23,3,4
S0046614,U007664,D00470,2025-05-21,21,17,14,2
S0046615,U000358,D03410,2025-01-29,0,45,16,3
S0046616,U007341,D03082,2025-10-02,6,35,11,2
S0046617,U002849,D02125,2025-10-25,21,25,17,1
S0046618,U005512,D02932,2025-11-25,6,41,20,3
S0046619,U005867,D01799,2025-08-30,21,24,10,5
S0046620,U005620,D00415,2025-06-26,22,26,19,5
S0046621,U005049,D01882,2025-03-11,18,7,20,0
S0046622,U000375,D02148,2025-09-21,11,43,18,2
S0046623,U004272,D03098,2025-10-27,14,38,6,2
S0046624,U009649,D04615,2025-11-21,18,1,14,4
S0046625,U007225,D01624,2025-08-17,15,22,12,3
S0046626,U008320,D01327,2025-10-12,2,43,6,3
S0046627,U005227,D03106,2025-06-26,12,3,9,2
S0046628,U009424,D01518,2025-10-15,10,31,7,1
S0046629,U001591,D02911,2025-09-18,1,7,1,4
S0046630,U004908,D01197,2025-01-06,1,17,19,2
S0046631,U009921,D03500,2025-04-24,20,12,5,5
S0046632,U003936,D03706,2025-04-26,0,1,8,3
S0046633,U001816,D03576,2025-06-12,3,11,14,5
S0046634,U006462,D04561,2025-11-21,13,28,18,0
S0046635,U007477,D00324,2025-05-28,17,43,3,1
S0046636,U002376,D00810,2025-01-08,7,32,18,1
S0046637,U000820,D04404,2025-10-04,8,4,9,0
S0046638,U004300,D00591,2025-01-12,19,6,1,3
S0046639,U001167,D03407,2025-10-01,15,36,15,4
S0046640,U000334,D04914,2025-01-30,11,43,8,2
S0046641,U000847,D03374,2025-06-01,16,25,1,4
S0046642,U004741,D01332,2025-12-28,3,20,14,0
S0046643,U002934,D03026,2025-07-15,14,2,16,3
S0046644,U000523,D02323,2025-05-12,2,37,15,1
S0046645,U005835,D00696,2025-09-13,8,8,10,4
S0046646,U000622,D03369,2025-06-04,17,23,6,2
S0046647,U007022,D02521,2025-03-28,22,11,18,0
S0046648,U004271,D03443,2025-12-26,16,34,10,2
S0046649,U002424,D00246,2025-07-29,21,18,4,5
S0046650,U005551,D04870,2025-04-12,21,20,2,5
S0046651,U007585,D03994,2025-03-18,12,42,16,2
S0046652,U002153,D00541,2025-11-27,22,28,6,5
S0046653,U006455,D02329,2025-09-09,16,23,1,3
S0046654,U004457,D02943,2025-05-31,10,10,1,3
S0046655,U006850,D04260,2025-03-05,10,36,1,0
S0046656,U003798,D02513,2025-04-14,1,9,10,0
S0046657,U002480,D01187,2025-06-12,2,19,18,4
S0046658,U006256,D03344,2025-03-09,4,26,8,1
S0046659,U008958,D00811,2025-05-28,14,35,8,1
S0046660,U003770,D00211,2025-10-30,6,32,13,0
S0046661,U002531,D02767,2025-03-28,11,17,8,0
S0046662,U008629,D04325,2025-04-27,10,42,11,4
S0046663,U007857,D01328,2025-11-27,9,23,15,4
S0046664,U001370,D04481,2025-01-19,11,25,16,4
S0046665,U007886,D03119,2025-03-03,6,45,7,0
S0046666,U002766,D03158,2025-03-02,4,31,8,1
S0046667,U003011,D03399,2025-03-06,11,41,5,2
S0046668,U002681,D03885,2025-07-06,2,35,11,5
S0046669,U004727,D04749,2025-05-08,20,23,10,1
S0046670,U003123,D00547,2025-01-23,20,2,9,3
S0046671,U002071,D01782,2025-01-09,17,3,4,3
S0046672,U004087,D02011,2025-10-25,12,23,9,3
S0046673,U007550,D03796,2025-02-10,6,44,19,4
S0046674,U009588,D04151,2025-09-18,21,31,4,4
S0046675,U000767,D00092,2025-08-19,15,24,11,1
S0046676,U000529,D04494,2025-09-28,7,41,16,2
S0046677,U004901,D03888,2025-11-25,19,35,8,2
S0046678,U005701,D03643,2025-02-07,15,3,6,1
S0046679,U008402,D04966,2025-08-03,15,2,18,4
S0046680,U003666,D02855,2025-03-08,2,33,13,4
S0046681,U003221,D01224,2025-07-22,7,5,14,0
S0046682,U002572,D00946,2025-11-23,13,22,4,3
S0046683,U003190,D00976,2025-07-30,17,24,18,1
S0046684,U003305,D00520,2025-04-24,14,12,19,4
S0046685,U004331,D02238,2025-01-08,20,6,8,1
S0046686,U008971,D00534,2025-11-17,2,16,20,2
S0046687,U009409,D03658,2025-06-05,9,22,10,1
S0046688,U006561,D01035,2025-09-02,21,26,17,4
S0046689,U002400,D03209,2025-01-14,4,43,5,4
S0046690,U003747,D00556,2025-05-24,7,26,6,2
S0046691,U009474,D01389,2025-09-10,7,33,9,0
S0046692,U003977,D04835,2025-10-19,5,12,5,1
S0046693,U001104,D03988,2025-04-28,7,18,14,3
S0046694,U002137,D02754,2025-07-20,13,5,12,5
S0046695,U000010,D00450,2025-07-03,17,39,7,5
S0046696,U001478,D00347,2025-09-17,6,15,12,5
S0046697,U008118,D02141,2025-10-05,11,37,17,3
S0046698,U005822,D03711,2025-07-10,3,44,9,4
S0046699,U002725,D03883,2025-08-17,3,36,20,3
S0046700,U005739,D03467,2025-02-09,17,28,12,1
S0046701,U002755,D01219,2025-01-25,17,13,1,2
S0046702,U004094,D03555,2025-06-07,11,32,8,3
S0046703,U001458,D00353,2025-07-27,21,21,7,5
S0046704,U003990,D00059,2025-01-23,13,36,13,4
S0046705,U004580,D04162,2025-02-23,13,27,12,3
S0046706,U001606,D00090,2025-12-22,13,26,8,5
S0046707,U004609,D00179,2025-01-31,7,30,15,1
S0046708,U002411,D02541,2025-05-16,15,8,7,2
S0046709,U003459,D02441,2025-08-11,10,36,14,2
S0046710,U004861,D02970,2025-01-29,22,25,13,2
S0046711,U003169,D04502,2025-02-03,23,3,4,5
S0046712,U009825,D01183,2025-10-13,22,45,7,3
S0046713,U006580,D02769,2025-06-10,0,40,16,5
S0046714,U004747,D04393,2025-03-04,0,38,3,2
S0046715,U001664,D03572,2025-10-02,19,18,20,2
S0046716,U007930,D03678,2025-03-19,7,6,19,0
S0046717,U006633,D01408,2025-09-26,22,4,12,1
S0046718,U008674,D00728,2025-05-29,12,20,2,1
S0046719,U008833,D01936,2025-03-14,22,31,1,5
S0046720,U002074,D02263,2025-03-14,18,31,20,0
S0046721,U004357,D03067,2025-03-24,6,8,19,3
S0046722,U008593,D01147,2025-08-12,23,36,1,4
S0046723,U006133,D00936,2025-06-04,4,24,14,1
S0046724,U006692,D03344,2025-11-01,1,2,3,0
S0046725,U003955,D02590,2025-03-21,21,29,19,1
S0046726,U003852,D00826,2025-07-05,9,35,13,3
S0046727,U009558,D00957,2025-08-26,9,15,11,3
S0046728,U003511,D02474,2025-03-03,17,36,3,2
S0046729,U003904,D04604,2025-11-30,5,1,18,3
S0046730,U009824,D03103,2025-05-15,12,37,3,3
S0046731,U004239,D03634,2025-03-25,2,4,20,3
S0046732,U001224,D03900,2025-07-24,0,14,18,4
S0046733,U009379,D03980,2025-04-27,5,43,13,5
S0046734,U004154,D02610,2025-06-07,2,25,15,3
S0046735,U002939,D03148,2025-01-31,9,38,7,4
S0046736,U005048,D00359,2025-08-20,17,23,2,3
S0046737,U006205,D04134,2025-12-28,12,22,6,2
S0046738,U005944,D01649,2025-04-26,23,34,20,4
S0046739,U000585,D00325,2025-11-27,5,24,10,4
S0046740,U009459,D01394,2025-12-22,0,1,10,1
S0046741,U008514,D04700,2025-04-01,21,3,7,3
S0046742,U009020,D02035,2025-02-27,6,32,11,5
S0046743,U006226,D01243,2025-12-09,21,22,11,3
S0046744,U004904,D04588,2025-09-30,14,40,1,5
S0046745,U000775,D00063,2025-08-22,1,38,1,5
S0046746,U007757,D01685,2025-04-30,20,39,15,1
S0046747,U005342,D01505,2025-01-05,7,42,12,4
S0046748,U006495,D04790,2025-10-04,23,35,14,0
S0046749,U004583,D03051,2025-02-19,13,13,6,1
S0046750,U008685,D04417,2025-04-24,11,26,13,3
S0046751,U007013,D03030,2025-12-30,6,3,2,1
S0046752,U007251,D02836,2025-09-30,2,30,19,3
S0046753,U001209,D00247,2025-06-15,15,4,12,0
S0046754,U008960,D02860,2025-08-21,20,26,7,5
S0046755,U001420,D00737,2025-11-27,5,28,4,3
S0046756,U007269,D04198,2025-04-08,10,3,2,4
S0046757,U001719,D00076,2025-03-16,16,2,13,5
S0046758,U003346,D01400,2025-02-04,20,15,8,3
S0046759,U007651,D03419,2025-04-15,0,8,12,4
S0046760,U002043,D02621,2025-12-08,18,15,6,3
S0046761,U001872,D00600,2025-09-04,3,20,4,0
S0046762,U003461,D02907,2025-11-19,15,29,19,5
S0046763,U006904,D01742,2025-01-30,22,1,7,2
S0046764,U009953,D00301,2025-02-24,3,30,13,4
S0046765,U006433,D00992,2025-02-08,6,4,3,2
S0046766,U002167,D02839,2025-06-01,16,23,19,2
S0046767,U007870,D04660,2025-07-15,17,1,12,2
S0046768,U005587,D02145,2025-05-23,8,24,12,0
S0046769,U004204,D03065,2025-11-25,17,14,14,2
S0046770,U005600,D02794,2025-02-25,3,16,12,4
S0046771,U006093,D02602,2025-10-26,21,2,17,0
S0046772,U006036,D01411,2025-10-10,7,21,6,1
S0046773,U003314,D03570,2025-07-13,0,32,15,4
S0046774,U007537,D02660,2025-03-03,7,29,8,4
S0046775,U008361,D04984,2025-05-03,13,7,4,5
S0046776,U000689,D03211,2025-12-28,0,32,8,5
S0046777,U008992,D00316,2025-05-04,18,11,15,0
S0046778,U003590,D03172,2025-06-18,1,42,9,0
S0046779,U007676,D04631,2025-10-19,11,23,15,5
S0046780,U000505,D04551,2025-01-04,1,10,15,1
S0046781,U007122,D04842,2025-06-26,15,21,9,0
S0046782,U003610,D00510,2025-11-09,16,15,7,1
S0046783,U009508,D03181,2025-04-23,9,29,11,4
S0046784,U008893,D02858,2025-08-22,20,14,7,2
S0046785,U003764,D04886,2025-08-22,12,12,1,2
S0046786,U007662,D04834,2025-02-03,12,45,6,3
S0046787,U003122,D03220,2025-02-14,9,20,14,3
S0046788,U004374,D02537,2025-05-08,0,8,3,3
S0046789,U005980,D03167,2025-06-24,2,28,19,3
S0046790,U001964,D03327,2025-07-12,12,44,17,4
S0046791,U007728,D00725,2025-06-19,1,20,4,0
S0046792,U005221,D01778,2025-05-31,13,3,4,3
S0046793,U000083,D00036,2025-06-04,19,21,2,3
S0046794,U006992,D03910,2025-02-05,23,41,7,0
S0046795,U001636,D00254,2025-10-04,7,30,10,2
S0046796,U003595,D02244,2025-07-03,10,7,7,0
S0046797,U001859,D00471,2025-12-12,14,33,13,2
S0046798,U009729,D02489,2025-09-13,16,21,9,1
S0046799,U006875,D01613,2025-05-07,12,35,19,1
S0046800,U004628,D01018,2025-05-29,15,42,8,0
S0046801,U002795,D03562,2025-04-19,17,10,8,5
S0046802,U005034,D04358,2025-06-27,22,38,16,0
S0046803,U005572,D03868,2025-06-19,10,29,20,2
S0046804,U005449,D03897,2025-11-21,7,20,11,3
S0046805,U000483,D02779,2025-04-28,21,39,5,1
S0046806,U006665,D04415,2025-11-13,14,44,12,4
S0046807,U002160,D01182,2025-10-30,8,14,17,0
S0046808,U001582,D04680,2025-09-22,4,42,17,3
S0046809,U004188,D02997,2025-11-17,4,42,3,2
S0046810,U001241,D02039,2025-05-08,20,32,11,4
S0046811,U003857,D00623,2025-06-17,4,30,15,4
S0046812,U004040,D01060,2025-01-06,15,28,9,1
S0046813,U004552,D04748,2025-07-31,5,26,1,1
S0046814,U000224,D01027,2025-04-01,2,38,10,0
S0046815,U009747,D04849,2025-11-03,15,27,6,2
S0046816,U007860,D01550,2025-09-29,8,4,12,4
S0046817,U002753,D02074,2025-05-25,21,36,19,1
S0046818,U004821,D01176,2025-12-15,18,25,9,5
S0046819,U000468,D02786,2025-02-01,8,10,5,3
S0046820,U006115,D04580,2025-12-09,1,16,4,5
S0046821,U003077,D03580,2025-03-01,12,26,18,5
S0046822,U007590,D02574,2025-09-21,10,35,9,0
S0046823,U009029,D02352,2025-04-28,23,32,2,5
S0046824,U005403,D04879,2025-09-12,0,24,5,0
S0046825,U001737,D01813,2025-12-28,12,41,12,5
S0046826,U000149,D02113,2025-05-09,19,31,4,2
S0046827,U008817,D04936,2025-05-09,4,29,4,4
S0046828,U005100,D04988,2025-01-01,3,26,20,2
S0046829,U000061,D04112,2025-07-26,10,40,3,2
S0046830,U009522,D03519,2025-11-30,11,37,1,0
S0046831,U009437,D02919,2025-01-27,9,22,12,4
S0046832,U006146,D01169,2025-02-26,0,4,13,0
S0046833,U006972,D01574,2025-05-13,4,42,11,2
S0046834,U006475,D04609,2025-09-13,3,1,16,3
S0046835,U002966,D00655,2025-08-29,3,34,12,3
S0046836,U004620,D03918,2025-06-20,21,35,13,4
S0046837,U002688,D03994,2025-04-11,14,20,10,2
S0046838,U005560,D00760,2025-02-27,0,24,3,3
S0046839,U007378,D01233,2025-06-17,4,8,3,5
S0046840,U004633,D01962,2025-01-21,16,19,4,2
S0046841,U000412,D01607,2025-11-11,9,7,7,3
S0046842,U009654,D03223,2025-02-07,12,37,14,5
S0046843,U006767,D02463,2025-03-07,23,30,1,2
S0046844,U003505,D03018,2025-11-30,20,33,13,3
S0046845,U008020,D03097,2025-07-13,13,40,15,0
S0046846,U004305,D04283,2025-02-14,23,1,9,4
S0046847,U003615,D01958,2025-11-13,16,16,5,2
S0046848,U004429,D01434,2025-05-20,22,42,5,0
S0046849,U002242,D00583,2025-03-11,20,13,6,2
S0046850,U006956,D04443,2025-12-14,19,29,14,3
S0046851,U004790,D02078,2025-11-25,21,24,10,5
S0046852,U004929,D04946,2025-05-01,1,41,15,5
S0046853,U009249,D01558,2025-09-26,7,1,3,0
S0046854,U003185,D01856,2025-08-08,14,20,20,1
S0046855,U009699,D03237,2025-02-19,19,20,9,4
S0046856,U009671,D04543,2025-04-07,4,17,7,0
S0046857,U009340,D01413,2025-09-10,19,27,2,5
S0046858,U000553,D03819,2025-07-30,2,37,8,0
S0046859,U009649,D02450,2025-05-10,10,18,15,3
S0046860,U003064,D04182,2025-02-11,1,16,5,0
S0046861,U008424,D00678,2025-10-09,8,11,10,1
S0046862,U009136,D04946,2025-04-01,16,26,2,5
S0046863,U006309,D01650,2025-10-14,12,3,5,4
S0046864,U006331,D03832,2025-07-07,22,32,16,0
S0046865,U005554,D02016,2025-11-16,3,4,6,2
S0046866,U005943,D01711,2025-04-14,21,25,12,3
S0046867,U006842,D04975,2025-06-19,17,16,10,1
S0046868,U000360,D01283,2025-01-27,14,26,15,5
S0046869,U003517,D00471,2025-08-29,5,44,12,5
S0046870,U003435,D02278,2025-07-29,11,23,15,3
S0046871,U000645,D04908,2025-06-06,5,32,3,1
S0046872,U007510,D00224,2025-09-20,20,35,14,5
S0046873,U004008,D03405,2025-05-16,11,20,15,1
S0046874,U005831,D02302,2025-02-21,4,41,15,0
S0046875,U001918,D00837,2025-02-04,1,45,20,4
S0046876,U001245,D04799,2025-08-01,10,39,2,0
S0046877,U003008,D04351,2025-09-03,14,6,19,1
S0046878,U004779,D00881,2025-04-27,11,22,13,3
S0046879,U000042,D02941,2025-02-04,21,29,17,3
S0046880,U004242,D01484,2025-03-17,21,23,17,1
S0046881,U009393,D02337,2025-12-20,5,22,16,1
S0046882,U000051,D04402,2025-03-20,0,44,14,2
S0046883,U000005,D00733,2025-12-17,3,44,18,2
S0046884,U000389,D01541,2025-10-18,5,32,8,3
S0046885,U001907,D01063,2025-10-30,1,22,9,0
S0046886,U004564,D04980,2025-03-26,19,8,5,1
S0046887,U000852,D00498,2025-04-07,2,6,19,5
S0046888,U005705,D00485,2025-07-14,12,42,13,1
S0046889,U008209,D01956,2025-08-18,11,27,9,2
S0046890,U001606,D02297,2025-11-21,2,43,2,0
S0046891,U005673,D04784,2025-03-09,1,21,19,2
S0046892,U005984,D00980,2025-12-03,12,32,3,5
S0046893,U007358,D04734,2025-03-03,3,43,20,1
S0046894,U002237,D04738,2025-06-13,12,12,15,0
S0046895,U000367,D00163,2025-06-11,20,45,6,3
S0046896,U001628,D00175,2025-08-24,1,33,16,2
S0046897,U004658,D00779,2025-01-01,3,10,14,5
S0046898,U009931,D02354,2025-12-20,4,41,10,4
S0046899,U005223,D00585,2025-04-14,21,12,4,0
S0046900,U000365,D02062,2025-01-17,4,24,7,3
S0046901,U009726,D04694,2025-02-17,15,23,15,4
S0046902,U000401,D03362,2025-04-29,13,34,20,4
S0046903,U006569,D03734,2025-03-26,23,16,4,1
S0046904,U005813,D01780,2025-11-28,0,30,12,2
S0046905,U005000,D04620,2025-01-15,21,12,17,2
S0046906,U003578,D01321,2025-05-22,20,13,10,4
S0046907,U006322,D01736,2025-10-14,16,22,9,5
S0046908,U003540,D02590,2025-04-11,12,30,3,5
S0046909,U000624,D04011,2025-03-17,14,24,15,5
S0046910,U006021,D01640,2025-10-29,3,23,1,2
S0046911,U001589,D02029,2025-08-10,22,30,2,1
S0046912,U001898,D01441,2025-03-05,0,14,18,0
S0046913,U003665,D02521,2025-02-21,8,4,15,3
S0046914,U006425,D00338,2025-10-07,10,19,11,0
S0046915,U003887,D03787,2025-01-21,7,27,10,4
S0046916,U006944,D04163,2025-08-28,11,30,14,4
S0046917,U005693,D00279,2025-10-01,9,11,6,2
S0046918,U009765,D00054,2025-05-02,5,25,19,1
S0046919,U004592,D00311,2025-08-01,21,28,14,2
S0046920,U007334,D01766,2025-05-31,14,27,6,3
S0046921,U000902,D04131,2025-03-04,3,10,3,4
S0046922,U006509,D00649,2025-02-04,23,42,16,3
S0046923,U003299,D03815,2025-04-05,10,22,16,3
S0046924,U003575,D04938,2025-04-14,5,11,19,3
S0046925,U003249,D04572,2025-11-24,10,38,9,4
S0046926,U006034,D01612,2025-10-14,23,4,10,5
S0046927,U001909,D03868,2025-07-16,11,11,20,1
S0046928,U004605,D04244,2025-07-25,18,44,4,0
S0046929,U007937,D02194,2025-05-31,8,26,3,0
S0046930,U004597,D02854,2025-12-08,7,13,20,5
S0046931,U002314,D03931,2025-02-19,5,23,8,1
S0046932,U009407,D02860,2025-08-23,19,2,17,5
S0046933,U008589,D01667,2025-05-16,3,21,9,0
S0046934,U008408,D01648,2025-06-04,23,27,13,2
S0046935,U009653,D04160,2025-01-05,10,8,6,3
S0046936,U008217,D01398,2025-01-25,4,11,11,5
S0046937,U008967,D00149,2025-03-31,7,11,8,1
S0046938,U003761,D00210,2025-03-14,6,34,9,5
S0046939,U005272,D01586,2025-08-15,8,7,15,4
S0046940,U000486,D02459,2025-06-10,7,3,14,0
S0046941,U008365,D04656,2025-05-30,2,20,11,5
S0046942,U003621,D00845,2025-01-08,16,16,9,0
S0046943,U009654,D01901,2025-03-18,14,32,6,4
S0046944,U007062,D03860,2025-01-19,19,38,2,4
S0046945,U003307,D01760,2025-10-18,10,9,1,5
S0046946,U008804,D03555,2025-07-24,20,27,4,3
S0046947,U007832,D04071,2025-10-24,7,21,12,4
S0046948,U008840,D00952,2025-06-21,15,23,10,2
S0046949,U003924,D00365,2025-10-02,17,22,17,5
S0046950,U003438,D02482,2025-05-11,12,18,7,5
S0046951,U007360,D04680,2025-07-11,16,42,10,4
S0046952,U003014,D03360,2025-09-11,0,6,7,0
S0046953,U001194,D03941,2025-12-25,1,2,19,4
S0046954,U004201,D02552,2025-10-27,10,24,14,5
S0046955,U000708,D01010,2025-10-02,9,45,2,5
S0046956,U005632,D00169,2025-12-04,17,2,1,2
S0046957,U006060,D01510,2025-09-22,9,18,12,4
S0046958,U005991,D03431,2025-06-01,6,11,12,5
S0046959,U002562,D02017,2025-05-18,22,34,14,3
S0046960,U005587,D00279,2025-02-04,8,27,7,0
S0046961,U001595,D04928,2025-03-16,12,26,4,1
S0046962,U002409,D00260,2025-12-18,2,23,6,2
S0046963,U000023,D02783,2025-01-22,21,41,8,4
S0046964,U007539,D01453,2025-11-12,10,27,5,5
S0046965,U007611,D04603,2025-01-22,2,39,15,3
S0046966,U002292,D02494,2025-12-12,3,34,19,2
S0046967,U002185,D00694,2025-09-30,7,38,6,3
S0046968,U002537,D02054,2025-12-05,18,18,4,3
S0046969,U009119,D02459,2025-09-14,4,34,14,4
S0046970,U009091,D03185,2025-11-08,9,40,20,1
S0046971,U005037,D03652,2025-12-23,16,18,14,0
S0046972,U003197,D04285,2025-05-03,5,35,10,4
S0046973,U009613,D03465,2025-03-13,20,19,16,1
S0046974,U005557,D03823,2025-05-13,4,2,18,1
S0046975,U000317,D00441,2025-12-22,11,39,19,4
S0046976,U000483,D01147,2025-12-28,9,40,19,4
S0046977,U009989,D04348,2025-01-18,4,43,20,3
S0046978,U002529,D00179,2025-09-16,14,33,19,2
S0046979,U004855,D01813,2025-02-14,19,19,7,0
S0046980,U007799,D01432,2025-05-05,10,10,7,0
S0046981,U007180,D00891,2025-08-05,6,30,1,1
S0046982,U001393,D02716,2025-04-08,16,26,11,2
S0046983,U002495,D01995,2025-03-19,14,28,18,5
S0046984,U007802,D02014,2025-08-06,10,26,18,1
S0046985,U007737,D00266,2025-01-02,20,13,1,4
S0046986,U007349,D00927,2025-07-20,22,29,15,5
S0046987,U007362,D04248,2025-12-09,8,24,1,4
S0046988,U002448,D01921,2025-12-30,9,41,16,1
S0046989,U004868,D03010,2025-03-19,14,42,16,3
S0046990,U006367,D03274,2025-02-22,17,41,1,0
S0046991,U003671,D03514,2025-12-07,4,42,2,5
S0046992,U006235,D02514,2025-02-12,4,2,18,3
S0046993,U002494,D04315,2025-08-24,3,5,8,4
S0046994,U002447,D02131,2025-12-21,20,38,9,5
S0046995,U007501,D04368,2025-04-17,22,15,6,3
S0046996,U009426,D03686,2025-11-27,19,31,17,4
S0046997,U000408,D02102,2025-02-23,19,18,3,5
S0046998,U009332,D02256,2025-12-01,0,29,14,3
S0046999,U002203,D02048,2025-05-29,5,9,13,3
S0047000,U006468,D01515,2025-01-15,8,12,4,5
S0047001,U004527,D01579,2025-03-27,9,14,12,5
S0047002,U003754,D01032,2025-07-19,15,20,17,0
S0047003,U001037,D03907,2025-11-03,18,10,18,1
S0047004,U000369,D00570,2025-12-04,16,19,18,1
S0047005,U005524,D02311,2025-11-04,5,11,12,2
S0047006,U008353,D00904,2025-07-24,13,1,3,4
S0047007,U004867,D01614,2025-06-23,9,42,12,4
S0047008,U001743,D02235,2025-03-21,2,35,14,5
S0047009,U003458,D02532,2025-11-05,13,9,15,5
S0047010,U004186,D04627,2025-12-04,10,29,19,5
S0047011,U000889,D00811,2025-08-22,4,29,20,3
S0047012,U008518,D02723,2025-11-06,21,14,15,4
S0047013,U000122,D01323,2025-07-14,23,4,15,0
S0047014,U003318,D00673,2025-11-24,15,42,13,0
S0047015,U002523,D00451,2025-08-30,21,44,7,2
S0047016,U002546,D03908,2025-04-16,15,25,19,2
S0047017,U005584,D04999,2025-06-25,11,38,16,2
S0047018,U004955,D01575,2025-01-04,17,41,18,1
S0047019,U008685,D00123,2025-07-05,10,5,10,1
S0047020,U006956,D03205,2025-06-30,22,17,2,5
S0047021,U001372,D00972,2025-10-29,21,15,16,5
S0047022,U007591,D03079,2025-04-18,0,13,18,5
S0047023,U000201,D02218,2025-04-04,20,21,14,4
S0047024,U000409,D01214,2025-12-16,0,6,17,4
S0047025,U004481,D01888,2025-09-09,22,11,16,2
S0047026,U008966,D00351,2025-10-31,2,34,7,4
S0047027,U009547,D02689,2025-05-20,15,37,1,4
S0047028,U004310,D02605,2025-04-25,20,26,5,1
S0047029,U002392,D04857,2025-07-15,23,24,17,5
S0047030,U001240,D01845,2025-02-03,23,34,7,4
S0047031,U003041,D00483,2025-05-02,6,12,16,4
S0047032,U004889,D04464,2025-07-26,4,7,1,5
S0047033,U005052,D02592,2025-02-21,19,28,14,2
S0047034,U007849,D03563,2025-02-26,5,21,12,4
S0047035,U001166,D00525,2025-03-25,21,17,1,0
S0047036,U003374,D04117,2025-02-24,11,3,2,0
S0047037,U006423,D00300,2025-02-01,14,27,17,5
S0047038,U001256,D00173,2025-12-07,21,11,20,3
S0047039,U006433,D01966,2025-10-27,4,21,9,3
S0047040,U006023,D01951,2025-06-19,3,19,1,1
S0047041,U009125,D00091,2025-03-20,21,24,3,5
S0047042,U006923,D00061,2025-08-22,8,25,20,1
S0047043,U001336,D00769,2025-06-28,3,27,19,5
S0047044,U000419,D00722,2025-05-22,15,25,17,0
S0047045,U009522,D01941,2025-11-26,2,7,13,1
S0047046,U005792,D01403,2025-07-19,4,7,3,2
S0047047,U009473,D02909,2025-02-16,8,18,6,1
